YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M
2021,1,1,0.52,2.42,0.14,291.57,9.88,45.12,1.4,0.02,0.06,0.55
2021,1,2,1.01,2.49,0.27,297.83,18.57,44.52,2.52,0.02,0.13,0.53
2021,1,3,0.47,2.24,0.12,304.91,8.8,39.09,1.25,0.02,0.06,0.37
2021,1,4,0.71,2.47,0.19,293.05,13.09,43.1,1.84,0.02,0.09,0.37
2021,1,5,0.78,2.52,0.2,299.1,14.65,44.04,2.1,0.02,0.09,0.34
2021,1,6,0.82,2.64,0.21,295.71,15.11,46.49,2.15,0.02,0.09,0.45
2021,1,7,1.42,2.79,0.37,268.12,25.3,48.68,3.43,0.03,0.16,0.45
2021,1,8,1.6,2.82,0.41,254.99,28.49,49.08,3.76,0.04,0.2,0.47
2021,1,9,2.61,2.81,0.66,230.12,45.45,49.26,5.25,0.05,0.25,0.45
2021,1,10,2.5,2.83,0.63,237.62,43.02,48.99,5,0.05,0.23,0.43
2021,1,11,2.14,2.66,0.54,268.7,36.88,45.74,4.42,0.04,0.2,0.41
2021,1,12,2.13,2.84,0.53,276.52,36.88,49.2,4.45,0.05,0.22,0.51
2021,1,13,1.98,2.63,0.48,275.05,34.65,46.15,4.23,0.03,0.18,0.6
2021,1,14,2.28,2.66,0.55,265.44,39.63,46.12,4.76,0.03,0.19,0.51
2021,1,15,1,2.75,0.24,283.06,18.57,48.98,2.5,0.02,0.1,0.66
2021,1,16,0.93,2.9,0.23,286.14,17.41,50.65,2.4,0.02,0.09,0.46
2021,1,17,0.96,2.87,0.23,300.49,17.66,50.36,2.49,0.02,0.1,0.73
2021,1,18,0.69,2.95,0.16,297.01,12.86,51.57,1.87,0.02,0.08,0.82
2021,1,19,2.47,3.11,0.58,280.68,43.4,54.42,5.3,0.05,0.24,0.78
2021,1,20,1.51,3.19,0.35,266.62,27.16,55.68,3.72,0.03,0.18,0.88
2021,1,21,2.78,3.09,0.64,241.78,48.48,54.09,5.76,0.05,0.26,1.05
2021,1,22,1.24,3.19,0.28,290.98,22.59,55.81,3.12,0.03,0.16,0.98
2021,1,23,1.69,3.36,0.38,252.49,29.73,57.43,4.03,0.04,0.2,0.8
2021,1,24,1.73,3.18,0.39,252.99,31.62,56.32,4.12,0.04,0.2,0.36
2021,1,25,1.06,3.13,0.23,278.76,20.4,56.08,2.91,0.03,0.16,0.44
2021,1,26,0.68,2.92,0.15,310.46,12.66,51.64,1.72,0.02,0.1,0.97
2021,1,27,0.93,3.34,0.2,282.77,17.34,58.81,2.54,0.03,0.16,0.8
2021,1,28,1.6,3.56,0.34,259.71,28.49,61.13,4.04,0.04,0.21,1.1
2021,1,29,2.08,3.59,0.44,254.3,36.39,61.57,4.88,0.05,0.24,0.84
2021,1,30,2.97,3.59,0.62,236.66,51.3,62.23,6.3,0.05,0.3,0.41
2021,1,31,1.07,3.27,0.22,279.62,20.54,58.85,2.89,0.03,0.16,1.05
2021,2,1,1.72,3.46,0.35,278.43,32.05,62.72,4.39,0.05,0.24,0.8
2021,2,2,2.2,3.6,0.45,262.89,39.88,63.98,5.12,0.05,0.27,1.3
2021,2,3,3.05,3.78,0.61,256.31,53.1,65.65,6.66,0.06,0.33,1.2
2021,2,4,3.48,3.81,0.69,245.67,60.55,66.53,7.45,0.08,0.41,0.7
2021,2,5,1.71,3.82,0.34,296.07,30.48,67,4.17,0.05,0.28,1.55
2021,2,6,3.77,3.91,0.73,224.68,64.45,67.17,7.74,0.07,0.39,1.03
2021,2,7,2.25,3.77,0.43,239.2,39.57,65.07,5.12,0.05,0.28,0.81
2021,2,8,2.94,3.89,0.55,241.98,51.97,68.49,6.65,0.07,0.36,0.34
2021,2,9,1.45,3.67,0.27,283.41,26.6,64.96,3.65,0.05,0.23,0.51
2021,2,10,1.75,3.87,0.33,268.17,32.26,68.59,4.31,0.05,0.27,0.63
2021,2,11,2.07,3.91,0.38,256.06,38.34,70.21,5.25,0.08,0.38,0.78
2021,2,12,1.22,3.95,0.22,265.92,23.11,71.4,3.26,0.05,0.27,0.58
2021,2,13,1.1,3.81,0.2,275.08,21.13,68.27,2.93,0.05,0.23,0.71
2021,2,14,1.18,3.82,0.21,284.6,22.65,67.5,3.26,0.05,0.27,0.57
2021,2,15,1.21,3.67,0.21,288.16,23.47,65.78,3.32,0.06,0.31,0.8
2021,2,16,1.02,4.17,0.18,273.17,19.33,73.59,2.83,0.05,0.23,1.2
2021,2,17,3.3,4.42,0.56,233.88,59.32,78.7,7.66,0.12,0.6,0.44
2021,2,18,1.64,4.19,0.28,277.29,31.45,76.28,4.23,0.07,0.34,0.64
2021,2,19,1.08,4.43,0.18,278.88,20.22,77.98,2.86,0.05,0.25,0.73
2021,2,20,2.19,4.58,0.36,254.03,39.43,78.91,5.52,0.08,0.38,0.85
2021,2,21,4.29,4.75,0.7,220.23,75.3,83.23,9.48,0.12,0.63,0.75
2021,2,22,1,4.32,0.16,294.41,19.23,76.58,2.75,0.05,0.23,1.16
2021,2,23,1.69,4.53,0.27,274.17,31.54,80.88,4.38,0.05,0.28,1.03
2021,2,24,4.18,4.5,0.66,279.65,75.58,81.73,9.38,0.12,0.65,1.02
2021,2,25,4.9,4.92,0.77,242.42,85.34,86.24,10.39,0.16,0.8,0.66
2021,2,26,3.04,4.92,0.47,262.9,54.79,86.34,7.27,0.12,0.59,0.66
2021,2,27,1.64,4.57,0.25,301.88,31.33,83.46,4.33,0.08,0.37,0.73
2021,2,28,0.98,4.39,0.15,323.99,19.75,83.01,2.87,0.05,0.25,0.65
2021,3,1,2.8,4.86,0.42,288.09,50.41,85.62,6.76,0.12,0.61,1.2
2021,3,2,5.29,5.24,0.79,205.7,92.04,91.67,11.12,0.16,0.79,0.63
2021,3,3,5.04,5,0.74,240.87,88.79,88.55,10.7,0.15,0.75,0.7
2021,3,4,1.86,5.11,0.27,272.48,35.15,89.52,5.1,0.08,0.4,0.89
2021,3,5,3.54,5.42,0.51,241.35,63.11,94.46,8.34,0.12,0.58,0.9
2021,3,6,3.42,5.45,0.48,238.45,60,95.04,7.85,0.11,0.54,0.76
2021,3,7,5.46,5.51,0.77,205.59,94.23,95.34,11.45,0.15,0.76,0.53
2021,3,8,4.51,5.06,0.63,250.43,77.94,87.33,9.46,0.12,0.63,0.62
2021,3,9,4.14,4.93,0.57,291.67,74.48,88.13,9.28,0.14,0.68,0.6
2021,3,10,4.83,5.29,0.66,272.68,85.57,93.55,10.66,0.18,0.91,0.64
2021,3,11,1.34,4.95,0.18,345.95,27.66,92.37,4,0.08,0.4,0.85
2021,3,12,5.42,5.63,0.73,275.8,96.61,100.51,12.03,0.23,1.18,0.64
2021,3,13,5.86,5.97,0.78,220.73,101.32,103.33,12.55,0.25,1.26,0.5
2021,3,14,5.75,5.74,0.76,231.45,101.71,101.83,12.55,0.23,1.15,0.83
2021,3,15,4.93,6.04,0.65,239.05,86.93,105.89,11.42,0.2,0.99,0.55
2021,3,16,2.71,5.38,0.35,311.54,51.38,97.63,7.11,0.14,0.7,0.41
2021,3,17,5.01,5.45,0.64,283.15,89.54,97.26,11.19,0.2,0.98,0.34
2021,3,18,0.99,5.42,0.12,325.34,20.85,102.13,3.13,0.05,0.27,0.79
2021,3,19,6.27,6.29,0.79,222.11,108.94,109.4,13.59,0.23,-999,0.73
2021,3,20,5.62,6.13,0.7,226.26,98.41,107.91,12.35,0.21,-999,0.38
2021,3,21,6.2,6.22,0.77,239.55,108.23,108.77,13.38,0.23,1.1,0.38
2021,3,22,6.34,6.31,0.78,244.16,110.83,110.36,13.71,0.26,1.26,0.38
2021,3,23,4.27,5.96,0.52,289.39,77.96,106.66,10.24,0.22,1.15,0.48
2021,3,24,4.05,5.72,0.49,332.21,76.78,107.05,10.29,0.23,1.17,0.51
2021,3,25,3.56,5.72,0.43,332.61,68.1,104.67,9.09,0.19,0.97,0.38
2021,3,26,2.47,6.1,0.3,338.41,47.85,111.6,6.77,0.14,0.71,0.88
2021,3,27,4.51,6.11,0.53,302.75,83.23,110.62,10.83,0.2,0.96,0.29
2021,3,28,2.02,5.85,0.23,335.17,40.16,108.76,5.62,0.1,0.52,0.77
2021,3,29,5.97,6.73,0.7,267.41,106.09,118.93,13.64,0.21,1.06,0.54
2021,3,30,6.39,6.62,0.73,275.34,114.55,118.55,14.48,0.27,1.36,0.5
2021,3,31,1.22,6.03,0.14,326.95,25.45,111.99,3.76,0.08,0.41,0.41
2021,4,1,3,6.58,0.34,296.71,55.16,114.85,7.77,0.16,0.77,0.61
2021,4,2,6.98,7.03,0.79,211.72,121.41,122.13,15.24,0.21,1.06,0.48
2021,4,3,5.75,6.55,0.64,258.99,101.95,115.34,12.95,0.2,1.03,0.41
2021,4,4,6.67,6.63,0.74,273.85,119.71,119.12,14.99,0.26,-999,0.33
2021,4,5,5.74,6.5,0.63,297.51,104.78,117.9,13.4,0.26,1.29,0.47
2021,4,6,6.02,6.49,0.66,318.57,110.73,119.2,14.02,0.26,1.27,0.3
2021,4,7,5.1,6.34,0.55,340.83,95.14,117.69,12.28,0.23,1.13,0.27
2021,4,8,5.94,6.34,0.64,332.02,108.43,115.85,13.66,0.25,1.26,0.33
2021,4,9,4.92,6.47,0.53,343.37,92.04,119.38,12.03,0.23,1.13,0.32
2021,4,10,5.61,6.71,0.6,335.95,104.47,124.25,13.59,0.26,1.32,0.34
2021,4,11,4.32,6.78,0.46,347.23,81.05,123.8,10.91,0.24,1.2,0.32
2021,4,12,2.84,6.69,0.3,333.12,56.8,121.95,7.98,0.16,0.84,0.23
2021,4,13,4.94,6.9,0.52,323.48,91.46,125.65,12.18,0.23,1.15,0.42
2021,4,14,4.32,6.82,0.45,327.65,81.84,124.84,11.06,0.23,1.17,0.26
2021,4,15,2.36,7.31,0.24,323.66,45.89,131.16,6.66,0.13,0.67,0.27
2021,4,16,2.33,7.22,0.24,332,46.59,129.46,6.88,0.12,0.67,0.27
2021,4,17,2.31,7.18,0.23,319.35,46.27,128.52,6.77,0.12,0.62,0.24
2021,4,18,5.47,7.31,0.55,303.3,100.32,131.55,13.18,0.23,1.17,0.3
2021,4,19,5.85,7.18,0.59,304.09,105.07,128.38,13.42,0.24,1.21,0.32
2021,4,20,5.77,7.19,0.58,312.52,104.65,129.17,13.71,0.27,1.38,0.19
2021,4,21,2.99,7.59,0.3,298.82,57.34,135.46,8.22,0.16,0.82,0.24
2021,4,22,4.67,7.66,0.47,299.45,84.55,134.22,11.52,0.2,1.02,0.2
2021,4,23,6.39,7.68,0.63,258.02,114.91,136.55,14.89,0.25,1.3,0.16
2021,4,24,4.29,7.3,0.42,296.84,81.21,131.53,10.82,0.2,1.03,0.19
2021,4,25,4.06,7.34,0.4,315.1,76.77,132.64,10.58,0.22,1.1,0.23
2021,4,26,7.76,7.76,0.76,264.17,141.89,141.37,18.12,0.34,1.66,0.16
2021,4,27,6.87,7.28,0.66,319.7,125.2,132.57,15.85,0.3,1.49,0.15
2021,4,28,3.84,6.64,0.38,367.7,74.09,121.73,9.74,0.2,1.02,0.12
2021,4,29,1.47,6.88,0.14,375.2,31.74,130.59,4.7,0.1,0.51,0.16
2021,4,30,4.59,7.81,0.44,312.41,86.2,141.76,11.72,0.24,1.23,0.27
2021,5,1,8.03,8.09,0.77,268.66,144.03,144.38,18.53,0.32,1.6,0.12
2021,5,2,6.73,7.53,0.64,334.48,125.52,139.01,16.29,0.36,1.79,0.16
2021,5,3,2.11,7.09,0.2,365.98,45.33,134.01,6.61,0.16,0.77,0.12
2021,5,4,3.23,7.21,0.3,379.72,65.41,135.47,9.09,0.2,1.03,0.13
2021,5,5,2.24,7.64,0.21,344.78,46.64,141.97,6.84,0.16,0.81,0.2
2021,5,6,6.54,8.06,0.61,291.97,119.31,144.34,15.8,0.34,1.7,0.26
2021,5,7,2.47,7.57,0.23,307.47,49.93,136.38,7.12,0.14,0.7,0.21
2021,5,8,4.51,7.88,0.42,308.66,83.74,140.53,11.42,0.21,1.09,0.26
2021,5,9,1.11,7.67,0.1,327.62,24.62,142.37,3.69,0.06,0.31,0.18
2021,5,10,6.35,8.1,0.59,306.18,115.35,144.9,15.22,0.33,1.64,0.14
2021,5,11,5.3,8.09,0.48,305.99,97.26,144.91,13.05,0.29,1.45,0.24
2021,5,12,6.56,8.29,0.6,288.11,119.55,148.84,15.76,0.33,1.65,0.14
2021,5,13,6.26,8.33,0.57,291.02,113.02,149.16,14.84,0.3,1.52,0.16
2021,5,14,6.46,8.22,0.59,296.09,117.71,148.5,15.31,0.3,1.48,0.33
2021,5,15,6.89,8.13,0.62,302.23,125.4,145.84,16.09,0.3,1.55,0.4
2021,5,16,4.42,7.47,0.4,333.39,83.55,133.05,10.98,0.22,1.12,0.17
2021,5,17,6.02,8.12,0.54,321.09,112.66,147.77,15.1,0.3,1.55,0.22
2021,5,18,8.1,8.15,0.73,309.99,149.16,149.34,18.99,0.38,1.88,0.41
2021,5,19,7.85,8.18,0.7,331.59,146.69,151.69,18.94,0.4,1.97,0.32
2021,5,20,7.86,8.18,0.7,341.7,147.41,152.21,19.03,0.41,2.05,0.23
2021,5,21,7.82,8.09,0.7,341.68,146.55,150.65,18.8,0.41,2.07,0.17
2021,5,22,4.71,7.88,0.42,369.27,91.53,145.87,12.35,0.29,1.46,0.12
2021,5,23,5.95,7.84,0.53,383.34,114.23,147.73,15.02,0.35,1.77,0.14
2021,5,24,2.78,7.36,0.25,395.6,58.18,140.18,8.22,0.21,1.05,0.11
2021,5,25,6.33,7.56,0.56,374.54,119.88,140.78,15.48,0.39,1.98,0.13
2021,5,26,5.07,7.47,0.45,383.77,98.15,139.55,13,0.34,1.71,0.17
2021,5,27,7.73,8.53,0.68,334.41,144.09,157.33,18.88,0.48,2.38,0.12
2021,5,28,2.15,7.6,0.19,361.91,45.06,142.66,6.46,0.15,0.73,0.12
2021,5,29,1.87,8.16,0.16,345.82,39.98,150.55,5.92,0.15,0.76,0.17
2021,5,30,2.33,8.22,0.2,343.87,48.25,150.12,7.12,0.15,0.76,0.2
2021,5,31,8.23,8.61,0.72,305.22,151.45,157,19.62,0.41,2.04,0.25
2021,6,1,5.7,8.13,0.5,335.2,108.24,148.49,14.41,0.32,1.59,0.25
2021,6,2,2.71,7.25,0.23,362.95,55.56,133.19,7.59,0.17,0.86,0.12
2021,6,3,2.64,7.44,0.23,375.83,55.15,139.03,7.68,0.18,0.88,0.13
2021,6,4,6.46,7.95,0.56,366.45,122.96,148.38,16.13,0.36,1.81,0.11
2021,6,5,8.02,8.36,0.7,360.12,152.91,158.13,19.89,0.42,2.09,0.12
2021,6,6,7.5,8.36,0.65,366.75,142.09,156.05,18.55,0.43,2.16,0.13
2021,6,7,5.35,7.87,0.46,405.37,105.92,151.69,14.45,0.37,1.84,0.09
2021,6,8,5.6,7.74,0.48,400.02,110.34,147.66,14.79,0.38,1.86,0.14
2021,6,9,4.27,7.89,0.37,400.23,87.39,151.76,12.25,0.3,1.52,0.15
2021,6,10,4.94,7.96,0.43,401.97,99.92,154.37,13.76,0.34,1.73,0.21
2021,6,11,4.09,7.88,0.35,392.95,83.99,151.93,11.88,0.3,1.51,0.13
2021,6,12,6.03,8.04,0.52,380.94,115.79,151.59,15.34,0.38,1.92,0.12
2021,6,13,5.7,7.92,0.49,393.7,111.62,151.18,15.07,0.4,2.01,0.15
2021,6,14,6.15,8.28,0.53,366.02,118.72,155.77,15.82,0.38,1.88,0.2
2021,6,15,5.6,8.24,0.48,343.77,107.17,153.34,14.27,0.3,1.51,0.16
2021,6,16,8.63,8.85,0.74,295.94,158.3,160.55,20.7,0.43,2.12,0.23
2021,6,17,8.84,8.87,0.77,297.82,163.19,162.3,21.09,0.43,2.15,0.31
2021,6,18,5.77,8.18,0.5,360.47,112.08,154.12,14.77,0.32,1.62,0.15
2021,6,19,2.99,7.86,0.26,392.27,62.59,150.52,8.87,0.2,1.02,0.12
2021,6,20,6.61,7.82,0.57,389.28,128.16,149.29,16.83,0.39,1.98,0.13
2021,6,21,4.25,7.5,0.37,394.12,82.79,140.84,11.01,0.27,1.32,0.16
2021,6,22,4.83,8.59,0.41,342.83,93.55,159.13,12.85,0.3,1.54,0.2
2021,6,23,8.2,8.78,0.71,304.66,150.96,160.2,19.62,0.41,2.07,0.24
2021,6,24,8.42,8.52,0.73,331.69,160.02,160.34,20.72,0.45,2.23,0.17
2021,6,25,7.28,8.31,0.62,355.21,138.02,155.51,18.1,0.42,2.11,0.16
2021,6,26,6.93,7.83,0.6,376,132.34,147.42,17.02,0.43,2.18,0.17
2021,6,27,7.28,8.05,0.63,380.52,139.71,152.84,17.95,0.45,2.27,0.16
2021,6,28,7.57,8.08,0.66,393.19,146.66,154.9,18.96,0.48,2.41,0.11
2021,6,29,7.7,7.9,0.66,399.09,149.12,151.93,19.12,0.48,2.41,0.1
2021,6,30,4.48,7.84,0.39,400.95,88.98,151.09,12.03,0.3,1.49,0.12
2021,7,1,2.24,7.62,0.2,390.21,48,145.25,6.91,0.17,0.86,0.11
2021,7,2,6.34,8.34,0.55,355.25,120.82,154.98,16.12,0.39,1.98,0.15
2021,7,3,6.9,8.02,0.6,349.73,128.68,147.35,16.58,0.36,1.78,0.18
2021,7,4,6.8,8.2,0.59,368.68,130.41,154.43,17.21,0.38,1.92,0.16
2021,7,5,6.84,7.33,0.59,381.78,128.88,136.52,16.08,0.36,1.79,0.12
2021,7,6,6.41,7.24,0.56,387.8,120.25,135.03,15.02,0.34,1.69,0.18
2021,7,7,5.04,6.98,0.44,395.41,95.05,128.52,11.91,0.28,1.39,0.13
2021,7,8,3.31,7.33,0.29,404.12,68.17,139.68,9.24,0.22,1.07,0.16
2021,7,9,4.91,7.85,0.43,389.66,96.82,148.13,13.06,0.32,1.61,0.13
2021,7,10,6.12,8.07,0.54,357.09,115.84,149.47,15.4,0.36,1.8,0.18
2021,7,11,4.76,7.36,0.42,401.31,93.98,140.83,12.48,0.3,1.52,0.12
2021,7,12,5.8,7.63,0.51,404.96,114.31,146.73,15.19,0.38,1.9,0.11
2021,7,13,6.36,7.73,0.56,400.27,124.62,148.88,16.59,0.42,2.13,0.16
2021,7,14,5.66,7.66,0.5,393.77,109.84,145,14.41,0.38,1.88,0.23
2021,7,15,5.92,7.08,0.52,390.04,111.14,130.66,13.74,0.32,1.6,0.13
2021,7,16,5.11,7.51,0.45,398.45,99.77,143.2,13.3,0.33,1.66,0.11
2021,7,17,3.86,7.28,0.34,406.91,78.55,138.91,10.8,0.27,1.37,0.16
2021,7,18,5.62,7.35,0.5,368.01,106.38,135.71,13.66,0.32,1.62,0.16
2021,7,19,6.35,6.43,0.57,354.98,111.65,113.96,13.02,0.26,1.3,0.25
2021,7,20,5.39,5.72,0.48,375.65,91.51,98.27,9.86,0.2,0.98,0.28
2021,7,21,5.81,7.42,0.52,371.78,110.26,137.55,14.29,0.34,1.66,0.14
2021,7,22,6.38,7.57,0.58,341.91,117.9,137.77,14.95,0.33,1.65,0.18
2021,7,23,7.32,7.66,0.66,356.2,136.95,142.53,17.41,0.39,1.97,0.2
2021,7,24,4.08,7.27,0.37,388.5,81.23,137.99,10.97,0.26,1.29,0.21
2021,7,25,5.17,7.15,0.47,402.99,101.55,136.51,13.5,0.34,1.66,0.13
2021,7,26,7.11,7.65,0.65,367.15,134.41,143.22,17.27,0.4,2,0.15
2021,7,27,7.22,7.38,0.66,350.35,132.81,135.27,16.54,0.36,1.79,0.27
2021,7,28,6.63,7.53,0.61,375.09,126.52,142.03,16.3,0.38,1.88,0.24
2021,7,29,2.68,5.94,0.25,394.66,53.16,107.44,6.77,0.14,0.71,0.21
2021,7,30,7.21,8,0.66,363.2,137.22,150.87,18.11,0.42,2.11,0.15
2021,7,31,7.7,7.91,0.71,333.28,143.98,147.07,18.6,0.43,2.16,0.22
2021,8,1,4.97,7.17,0.46,367.71,95.09,132.74,12.31,0.29,1.44,0.16
2021,8,2,6.72,7.92,0.62,337.83,125.51,145.93,16.58,0.37,1.82,0.16
2021,8,3,6.43,7.63,0.6,349.57,120.06,141.09,15.66,0.34,1.7,0.23
2021,8,4,5.81,7.35,0.55,373.02,110.25,137.35,14.4,0.31,1.58,0.21
2021,8,5,6.47,7.13,0.61,365.2,121.23,133,15.47,0.34,1.66,0.3
2021,8,6,6.31,7.22,0.6,378.92,119.98,136.05,15.47,0.34,1.7,0.34
2021,8,7,4.47,6.87,0.43,391.06,87.89,129.52,11.59,0.27,1.37,0.31
2021,8,8,5.63,6.84,0.54,383.73,107.15,128.98,13.75,0.32,1.62,0.23
2021,8,9,6.23,6.75,0.6,399.03,118.16,127.77,14.91,0.36,1.82,0.14
2021,8,10,3.06,6.53,0.3,416.13,62.78,124.58,8.49,0.21,1.08,0.16
2021,8,11,3.08,6.54,0.3,413.84,61.27,124.99,8.14,0.2,0.98,0.13
2021,8,12,5.03,6.89,0.49,408.19,98.35,131.73,12.85,0.3,1.54,0.14
2021,8,13,6.07,6.83,0.59,403.78,117.58,131.16,15.09,0.36,1.78,0.09
2021,8,14,4.86,6.99,0.48,389.65,95.64,134,12.78,0.32,1.6,0.11
2021,8,15,4.3,6.88,0.42,379.75,85.45,131.91,11.69,0.29,1.47,0.1
2021,8,16,2.29,6.34,0.23,400.56,48.49,121.91,6.86,0.16,0.84,0.12
2021,8,17,3.78,6.4,0.38,399.92,76.86,123.49,10.43,0.27,1.37,0.13
2021,8,18,2.03,6.76,0.2,408.34,44.14,133.28,6.6,0.18,0.89,0.15
2021,8,19,2.91,6.71,0.3,401.27,60.67,130.3,8.71,0.22,1.1,0.11
2021,8,20,5.58,6.72,0.56,383.11,106.51,126.34,13.82,0.34,1.67,0.35
2021,8,21,6.36,6.65,0.65,366.19,120.21,125.32,15.24,0.34,1.71,0.38
2021,8,22,5.6,6.51,0.57,379.52,107.73,123.92,14.02,0.33,1.63,0.35
2021,8,23,5.5,6.61,0.57,398.54,106.55,126.4,13.79,0.32,1.62,0.14
2021,8,24,6.73,6.71,0.7,372.2,128.64,128.02,16.31,0.37,1.84,0.36
2021,8,25,6.04,6.54,0.63,395.45,116.31,125.21,14.95,0.34,1.73,0.23
2021,8,26,5.49,6.49,0.58,402.53,107.02,125.36,14.09,0.34,1.7,0.23
2021,8,27,5.19,6.3,0.55,397.48,101.63,121.81,13.29,0.33,1.68,0.15
2021,8,28,5.12,6.27,0.55,396.71,100.04,120.97,12.98,0.32,1.62,0.2
2021,8,29,5.12,6.2,0.55,402.75,99.38,119.3,13.02,0.31,1.58,0.09
