YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M
2022,5,3,3.9,7.11,0.37,347.93,75.85,130.32,10.14,0.2,1.03,0.19
2022,5,4,2.32,7.5,0.22,365.03,48,139.56,7.03,0.16,0.81,0.14
2022,5,5,5.76,7.78,0.54,337.46,108.04,142.6,14.49,0.33,1.65,0.1
2022,5,6,1.33,7.36,0.12,355.62,29.23,140.11,4.41,0.1,0.51,0.15
2022,5,7,2.73,7.8,0.26,325.88,56.75,145.32,8.34,0.2,0.97,0.18
2022,5,8,8.13,8.13,0.76,269.89,146.44,145.79,18.72,0.4,1.97,0.16
2022,5,9,8.51,8.5,0.79,265.1,150.52,149.54,19.23,0.41,2.08,0.14
2022,5,10,8.03,8.47,0.74,283.77,143.84,150.95,18.54,0.41,2.05,0.14
2022,5,11,8.43,8.49,0.77,283.55,151.88,152.17,19.55,0.44,2.19,0.2
2022,5,12,7.85,8.15,0.72,319.96,146.42,151.08,18.84,0.42,2.12,0.28
2022,5,13,5.41,7.81,0.49,365.59,105.8,148.53,14.32,0.34,1.66,0.12
2022,5,14,6.04,7.68,0.55,366.21,115.63,144.88,15.26,0.33,1.66,0.1
2022,5,15,6.82,7.79,0.62,359.06,130.66,147.59,17.14,0.38,1.87,0.18
2022,5,16,3.85,7.67,0.35,346.77,76.43,143.51,10.42,0.22,1.11,0.15
2022,5,17,8.01,8.4,0.72,301.66,148.8,154.55,19.41,0.38,1.84,0.21
2022,5,18,3.69,8.02,0.34,337.94,73.67,150.2,10.25,0.21,1.09,0.25
2022,5,19,4.97,8.03,0.45,370.48,96.24,150.16,13.2,0.34,1.68,0.15
2022,5,20,3.48,7.3,0.31,376.72,69.75,136.25,9.38,0.2,1.01,0.17
2022,5,21,6.96,7.77,0.62,369.34,129.63,143.43,16.52,0.39,1.96,0.13
2022,5,22,4.17,7.51,0.38,368.12,81.32,141.37,10.91,0.27,1.32,0.15
2022,5,23,4.2,8.02,0.38,335.81,83.45,149.34,11.52,0.28,1.39,0.1
2022,5,24,3.58,7.74,0.32,362.05,70.79,143.74,9.78,0.24,1.21,0.1
2022,5,25,6.31,7.66,0.55,343.96,119.38,142.2,15.45,0.37,1.86,0.16
2022,5,26,4.82,7.7,0.43,380.38,95.35,146.59,12.94,0.34,1.67,0.16
2022,5,27,4.57,7.85,0.41,372.11,90.99,148.51,12.53,0.34,1.69,0.14
2022,5,28,3.68,8.23,0.32,365.13,74.02,154.74,10.59,0.27,1.34,0.23
2022,5,29,7.76,8.29,0.68,342.2,147.32,156,19.11,0.47,2.35,0.34
2022,5,30,8.06,8.2,0.7,353.97,153.01,154.62,19.69,0.48,2.42,0.12
2022,5,31,7.48,8.18,0.66,370.09,142.54,154.55,18.41,0.45,2.29,0.12
2022,6,1,6.57,7.79,0.57,388.35,125.58,146.71,16.23,0.39,1.98,0.12
2022,6,2,2.77,7.82,0.24,387.48,58.8,149.61,8.52,0.22,1.09,0.12
2022,6,3,6.98,8.65,0.61,332.73,130.65,159.76,17.25,0.41,2.02,0.3
2022,6,4,8.74,8.76,0.76,306.94,161.8,160.81,21.05,0.48,2.4,0.15
2022,6,5,7.28,8.4,0.63,331.73,137.58,156.35,18.05,0.42,2.11,0.12
2022,6,6,6.48,8.22,0.56,359.64,123.6,153.85,16.41,0.38,1.91,0.15
2022,6,7,2.32,7.76,0.2,386.86,48.84,147.16,6.97,0.16,0.79,0.14
2022,6,8,7.83,8.4,0.68,359.7,149.27,158.27,19.69,0.48,2.4,0.12
2022,6,9,4.19,8.27,0.36,365.08,81.77,153.38,11.35,0.28,1.39,0.16
2022,6,10,7.09,8.49,0.61,329.18,133.09,156.09,17.44,0.4,1.99,0.23
2022,6,11,6.7,8.12,0.58,353.84,127.55,151.18,16.66,0.37,1.84,0.12
2022,6,12,4.62,7.73,0.4,382.99,91.17,145.76,12.2,0.26,1.27,0.14
2022,6,13,6.09,8.21,0.52,396.66,120.19,158.57,16.28,0.39,1.94,0.18
2022,6,14,4.7,7.79,0.41,405.35,95.12,151.73,13.02,0.33,1.63,0.15
2022,6,15,6.9,7.93,0.59,403.11,135.28,153.59,17.67,0.45,2.29,0.1
2022,6,16,6.01,7.66,0.52,404.44,116.28,145.48,15.14,0.38,1.89,0.14
2022,6,17,8.26,8.52,0.71,354.75,156.7,160.05,20.47,0.5,2.51,0.18
2022,6,18,7.54,8.91,0.65,315.14,139.43,162.34,18.53,0.45,2.24,0.2
2022,6,19,8.84,8.9,0.76,294.04,161.84,161.46,20.89,0.45,2.27,0.25
2022,6,20,4.33,8.22,0.38,366.47,86.16,155.56,12.05,0.3,1.48,0.2
2022,6,21,8.18,8.38,0.7,363.82,155.49,157.65,20.16,0.5,2.55,0.12
2022,6,22,6.49,7.77,0.56,395.02,126.58,149.27,16.6,0.41,2.11,0.12
2022,6,23,8.39,8.42,0.73,337.82,156.43,155.89,20.12,0.51,2.6,0.27
2022,6,24,8.61,8.72,0.74,323.52,160.62,161.02,20.8,0.49,2.47,0.2
2022,6,25,8.17,8.55,0.7,350.23,154.71,160.14,20.2,0.48,2.46,0.2
2022,6,26,4.31,7.74,0.38,400.53,87.43,149.23,12.14,0.3,1.52,0.11
2022,6,27,8.33,8.72,0.72,337.6,155.85,161.52,20.3,0.51,2.58,0.2
2022,6,28,8.67,8.81,0.75,311.4,161.98,163.02,21.11,0.52,2.63,0.25
2022,6,29,8.28,8.55,0.72,326.23,155.8,159.39,20.07,0.47,2.37,0.27
2022,6,30,8.41,8.45,0.73,339.05,157.49,157.05,20.16,0.46,2.32,0.25
2022,7,1,6.8,8.05,0.59,388.21,131.44,153.32,17.32,0.42,2.13,0.14
2022,7,2,5.98,7.88,0.52,392.23,115.71,148.91,15.46,0.41,2.05,0.12
2022,7,3,8.3,8.42,0.72,350.35,158.19,159.16,20.53,0.51,2.59,0.15
2022,7,4,8.01,8.37,0.7,351.99,152.56,157.85,19.82,0.49,2.52,0.09
2022,7,5,3.35,7.42,0.29,404.9,68.49,141.47,9.39,0.24,1.23,0.15
2022,7,6,4.06,7.81,0.35,408.73,82.83,151.25,11.61,0.3,1.54,0.11
2022,7,7,6.35,7.91,0.55,386.41,122.4,149.7,16.08,0.41,2.09,0.16
2022,7,8,4.88,8,0.43,390.43,97.07,152.81,13.33,0.35,1.77,0.11
2022,7,9,5.77,8.01,0.51,387.73,112.39,152.79,15.23,0.4,2.02,0.12
2022,7,10,8.03,8.53,0.7,345.34,151.79,159.22,19.84,0.49,2.51,0.13
2022,7,11,7.69,8.1,0.68,369.84,147.75,154.27,19.13,0.45,2.25,0.13
2022,7,12,5.62,7.97,0.49,398.55,110.69,152.44,15.02,0.38,1.93,0.16
2022,7,13,6.64,8.04,0.59,378.52,126.65,151.21,16.67,0.41,2.02,0.23
2022,7,14,6.85,8.13,0.61,367.23,131.39,153.18,17.34,0.4,1.98,0.15
2022,7,15,7.65,8.27,0.68,342.74,142.49,152.36,18.48,0.39,1.96,0.19
2022,7,16,4.12,7.83,0.37,392.48,83.16,150.23,11.65,0.27,1.38,0.2
2022,7,17,2.74,7.46,0.24,397.65,57.82,143.21,8.21,0.19,0.94,0.1
2022,7,18,3.06,7.61,0.27,392.77,64.27,147.29,9.18,0.23,1.12,0.12
2022,7,19,7.22,7.9,0.65,384.32,139.07,150.48,18.13,0.45,2.23,0.12
2022,7,20,7.45,7.85,0.67,389.44,143.83,150.23,18.63,0.47,2.38,0.15
2022,7,21,6.36,7.87,0.57,396.95,123.71,150.24,16.41,0.41,2.08,0.15
2022,7,22,7.14,7.82,0.64,376.95,138,149.73,17.92,0.44,2.22,0.15
2022,7,23,5.67,7.84,0.52,377.3,110.07,149.38,14.6,0.36,1.82,0.23
2022,7,24,6.15,7.46,0.55,396.4,119.09,142.15,15.7,0.4,2.02,0.16
2022,7,25,5.4,7.61,0.49,391.98,105.73,145.7,14.29,0.37,1.84,0.14
2022,7,26,4.92,7.73,0.45,378.71,98.12,148.49,13.32,0.32,1.59,0.11
2022,7,27,2.79,7.28,0.26,401.27,58.53,141.09,8.38,0.2,1.03,0.11
2022,7,28,4.59,7.54,0.42,399.13,91.96,145.51,12.52,0.3,1.54,0.16
2022,7,29,4.32,7.61,0.4,388.27,86.54,146.33,11.96,0.3,1.49,0.16
2022,7,30,7.24,7.99,0.67,349.26,137.64,150.57,17.96,0.43,2.17,0.31
2022,7,31,2.77,7.49,0.26,379.87,57.67,143.12,8.19,0.18,0.89,0.29
2022,8,1,3.93,7.46,0.37,400.71,78.58,142.28,11.01,0.29,1.43,0.27
2022,8,2,5.43,7.62,0.51,391.24,106.04,145.92,14.34,0.36,1.82,0.14
2022,8,3,7.48,7.72,0.7,376.95,143.21,147.18,18.5,0.45,2.25,0.16
2022,8,4,4.37,7.2,0.41,406.45,86.93,138.88,11.78,0.3,1.51,0.1
2022,8,5,4.66,7.08,0.44,409.48,92.51,136.3,12.59,0.32,1.62,0.1
2022,8,6,4.64,7.08,0.44,404.69,93.02,137.59,12.69,0.32,1.59,0.11
2022,8,7,5.41,7.16,0.52,407.91,106.55,138.45,14.16,0.35,1.76,0.11
2022,8,8,4.82,7.07,0.46,409.7,96.28,137.78,12.93,0.31,1.56,0.13
2022,8,9,3.61,6.84,0.34,416.34,73.77,133.51,10.14,0.24,1.23,0.12
2022,8,10,3.39,7.23,0.33,400.14,69.48,141.02,9.93,0.24,1.22,0.08
2022,8,11,5.7,7.51,0.55,362.05,110.04,142.43,14.56,0.34,1.73,0.16
2022,8,12,7.7,7.8,0.75,315.97,143.56,144.7,18.52,0.42,2.13,0.12
2022,8,13,6.76,7.77,0.66,325.67,125.94,143.8,16.7,0.38,1.9,0.17
2022,8,14,2.93,7.19,0.29,377.9,60.23,136.04,8.69,0.2,1.03,0.31
2022,8,15,2.84,6.98,0.28,380.96,57.61,131.95,8.16,0.18,0.91,0.21
2022,8,16,4.76,6.99,0.47,379.44,91.54,131.2,12.18,0.28,1.41,0.12
2022,8,17,5.37,6.99,0.53,368.91,103.29,131.8,13.65,0.32,1.59,0.19
2022,8,18,6.86,7.15,0.69,341.07,129.36,134.06,16.61,0.37,1.85,0.34
2022,8,19,6.8,7.13,0.69,347.34,127.14,132.81,16.27,0.36,1.79,0.2
2022,8,20,6.4,7.11,0.65,380.95,122.2,134.98,16.01,0.37,1.86,0.12
2022,8,21,3.99,6.53,0.41,401.25,79.88,125.61,10.9,0.26,1.31,0.09
2022,8,22,4.44,6.7,0.45,392.33,88.13,128.66,11.97,0.28,1.41,0.12
2022,8,23,5.55,6.81,0.57,374.26,105.88,128.26,13.83,0.32,1.61,0.19
2022,8,24,6.27,6.91,0.65,353.54,119.46,130.77,15.36,0.36,1.8,0.3
2022,8,25,6.36,6.73,0.66,357.84,119.86,126.51,15.3,0.35,1.78,0.3
2022,8,26,4.73,6.34,0.49,389.84,91.66,120.07,12.13,0.29,1.45,0.17
2022,8,27,5.71,6.76,0.6,369.43,108.86,127.7,14.21,0.33,1.63,0.19
2022,8,28,6.5,6.74,0.69,363.51,123.14,127.23,15.71,0.35,1.75,0.2
2022,8,29,5.4,6.5,0.58,397.51,105.79,126.16,13.88,0.33,1.66,0.15
2022,8,30,2.61,6.27,0.28,389.76,53.48,121.8,7.51,0.17,0.88,0.12
2022,8,31,6.12,6.81,0.66,341.09,116.2,128.43,15.06,0.33,1.66,0.13
2022,9,1,6.33,6.74,0.69,351.34,121.34,128.85,15.66,0.35,1.77,0.16
2022,9,2,5.79,6.62,0.63,364.01,111.13,126.46,14.62,0.34,1.71,0.14
2022,9,3,4.17,6.37,0.46,389.33,83.3,123.93,11.46,0.28,1.45,0.18
2022,9,4,2.9,6.39,0.32,394.12,59.71,125.3,8.61,0.22,1.13,0.14
2022,9,5,2.2,6.27,0.24,393.98,46.56,123.66,6.82,0.16,0.84,0.16
2022,9,6,3.49,6.25,0.39,393.41,69.93,121.66,9.59,0.23,1.18,0.13
2022,9,7,3.18,6.31,0.36,384.39,63.67,121.05,8.92,0.21,1.05,0.1
2022,9,8,4.9,6.32,0.55,361.11,94.05,120.15,12.33,0.27,1.35,0.27
2022,9,9,5.87,6.28,0.67,344.38,109.77,117.26,13.91,0.3,1.52,0.28
2022,9,10,3.28,6.01,0.38,358.37,65.55,113.43,8.98,0.2,1,0.1
2022,9,11,2.25,5.99,0.26,385.38,46.8,117.3,6.84,0.16,0.85,0.13
2022,9,12,3.73,5.94,0.44,381.12,73.52,114.28,10.02,0.24,1.24,0.11
2022,9,13,3.89,6.07,0.46,337.46,73.86,113.55,9.86,0.21,1.09,0.22
2022,9,14,4.64,5.87,0.55,336.77,87.16,108.96,11.23,0.24,1.22,0.23
2022,9,15,5.76,5.89,0.69,330.68,107.24,109.66,13.45,0.3,1.49,0.38
2022,9,16,5.02,5.47,0.61,343,93.26,101.16,11.61,0.26,1.3,0.28
2022,9,17,5.3,5.62,0.65,356.5,99.38,104.98,12.49,0.28,1.41,0.24
2022,9,18,4.82,5.6,0.59,360.98,91.12,105.39,11.59,0.26,1.3,0.12
2022,9,19,2.09,5.44,0.26,378.49,42.44,105.26,5.91,0.14,0.73,0.12
2022,9,20,5.3,5.73,0.66,340.13,99.2,107.03,12.59,0.27,1.35,0.38
2022,9,21,4.38,5.52,0.55,376.3,85.02,106.13,11.16,0.25,1.27,0.12
2022,9,22,3.37,5.63,0.43,353.17,64.04,105.7,8.66,0.2,1.05,0.2
2022,9,23,5.82,5.91,0.74,273.32,104.94,106.71,13.09,0.24,1.21,0.13
2022,9,24,4.91,5.69,0.63,325.05,91.73,105.86,11.91,0.25,1.26,0.16
2022,9,25,3.06,5.42,0.4,360.18,59.41,102.98,8.11,0.17,0.85,0.16
2022,9,26,4.09,5.45,0.54,331.48,75.81,100.38,9.84,0.18,0.91,0.17
2022,9,27,3.61,5.43,0.48,312.91,67.39,99.65,8.92,0.16,0.8,0.13
2022,9,28,2.65,5.39,0.35,324.89,51.36,100.02,7.09,0.12,0.63,0.11
2022,9,29,3.83,5.49,0.52,313.66,70.62,100.09,9.3,0.16,0.8,0.13
2022,9,30,3.41,5.52,0.46,297.73,64.26,99.66,8.76,0.17,0.88,0.1
2022,10,1,1.26,5,0.17,339.3,26.55,95.88,3.97,0.09,0.43,0.17
2022,10,2,2.58,4.98,0.36,326.22,50.58,94.3,7.09,0.16,0.8,0.16
2022,10,3,4.21,5.45,0.59,280.85,75.69,96.74,9.84,0.2,0.98,0.11
2022,10,4,2.76,5.19,0.39,316,52.79,95.79,7.3,0.15,0.73,0.12
2022,10,5,5.17,5.18,0.74,284.47,94.13,94.64,11.55,0.22,1.08,0.32
2022,10,6,3.4,4.89,0.49,313.89,64.42,90.95,8.41,0.17,0.88,0.21
2022,10,7,0.86,4.78,0.12,337.63,17.63,89.11,2.7,0.05,0.25,0.12
2022,10,8,3.29,5.11,0.48,285.41,58.84,91.41,7.75,0.13,0.68,0.12
2022,10,9,5.02,4.96,0.75,257.23,89.88,89.59,10.9,0.19,0.91,0.15
2022,10,10,4.52,4.77,0.68,290,82.17,87.14,10.12,0.16,0.8,0.16
2022,10,11,4.87,4.82,0.74,281.46,87.6,87.44,10.59,0.17,0.84,0.23
2022,10,12,3.1,4.42,0.48,331.94,58.34,81.93,7.71,0.13,0.67,0.13
2022,10,13,1.84,4.37,0.28,333.07,35.36,80.3,4.91,0.09,0.45,0.17
2022,10,14,4.05,4.71,0.63,277.03,72.79,84.75,9.12,0.15,0.72,0.13
2022,10,15,4.4,4.54,0.7,283.66,78.88,82.03,9.59,0.15,0.73,0.31
2022,10,16,3.41,4.51,0.55,306.09,62.69,82.45,8.06,0.13,0.67,0.2
2022,10,17,2.54,4.52,0.41,302.83,46.67,80.73,6.38,0.11,0.55,0.18
2022,10,18,1.65,4.49,0.27,315.99,31.29,80.45,4.52,0.07,0.37,0.2
2022,10,19,1.87,4.38,0.3,299.56,35.69,79.17,5.06,0.09,0.41,0.2
2022,10,20,4.13,4.43,0.69,261.4,72.98,78.81,8.98,0.14,0.7,0.21
2022,10,21,4.36,4.36,0.73,258.45,77.74,78.43,9.31,0.15,0.73,0.13
2022,10,22,4.35,4.32,0.74,267.31,77.43,77.5,9.24,0.16,0.82,0.17
2022,10,23,4.27,4.3,0.73,269.06,75.55,76.62,9.03,0.16,0.8,0.09
2022,10,24,4.13,4.08,0.72,287.49,74.74,74.57,8.86,0.16,0.77,0.24
2022,10,25,3.71,4.1,0.66,303.81,67.2,74.79,8.32,0.16,0.8,0.12
2022,10,26,0.83,3.71,0.15,342.6,16.64,69.15,2.45,0.05,0.27,0.16
2022,10,27,3.92,4.16,0.7,280.45,69.9,74.61,8.47,0.16,0.78,0.12
2022,10,28,3.01,4.12,0.55,259.59,53.64,72.74,6.95,0.12,0.65,0.1
2022,10,29,4.04,3.98,0.74,258.7,72.05,71.7,8.45,0.13,0.67,0.12
2022,10,30,2.92,3.86,0.55,284.54,53.26,70.12,6.8,0.12,0.59,0.12
2022,10,31,1.09,3.47,0.2,343.96,21.99,66.26,3.19,0.06,0.3,0.09
2022,11,1,1.31,3.54,0.25,348.48,25.62,66.34,3.67,0.07,0.34,0.16
2022,11,2,2.5,3.66,0.48,314.87,45.59,66.29,5.94,0.1,0.51,0.45
2022,11,3,3.53,3.49,0.69,301.73,65.79,65.66,7.7,0.12,0.62,0.25
2022,11,4,3.32,3.51,0.66,305.49,61.3,65.36,7.38,0.13,0.66,0.12
2022,11,5,2.41,3.38,0.48,349.39,45.82,64.01,5.88,0.12,0.59,0.16
2022,11,6,2.01,3.15,0.41,365.2,38.5,60.02,5,0.09,0.48,0.11
2022,11,7,3.57,3.51,0.73,276.41,64.7,64.44,7.49,0.12,0.62,0.12
2022,11,8,3.53,3.55,0.73,254.45,63.24,64.31,7.41,0.12,0.63,0.12
2022,11,9,3.45,3.48,0.72,257.5,61.16,62.51,7.11,0.12,0.6,0.12
2022,11,10,3.44,3.44,0.72,279.12,61.56,62.35,7.17,0.12,0.56,0.18
2022,11,11,0.77,3.04,0.16,356.71,15.45,59.16,2.34,0.05,0.22,0.11
2022,11,12,0.68,3.11,0.15,328.55,13.13,57.62,1.93,0.04,0.18,0.13
2022,11,13,1.4,3.3,0.3,302.25,25.6,58.39,3.57,0.06,0.31,0.15
2022,11,14,1.51,3.35,0.33,285.15,27.16,58.91,3.83,0.06,0.3,0.13
2022,11,15,0.65,3.02,0.14,287.43,12.8,54.93,1.91,0.03,0.16,0.12
2022,11,16,0.72,3.11,0.16,301.01,13.36,54.76,1.97,0.03,0.15,0.15
2022,11,17,1.18,3.12,0.27,300.62,21.37,54.63,3.01,0.05,0.22,0.18
2022,11,18,1.11,3.11,0.25,282.49,20.1,54.02,2.89,0.04,0.2,0.17
2022,11,19,2.66,3.21,0.61,240.76,45.65,55.27,5.58,0.05,0.28,0.19
2022,11,20,2.67,3.24,0.62,223.09,45.35,55.51,5.4,0.05,0.27,0.23
2022,11,21,3.1,3.12,0.73,220.91,53.55,54.66,6.11,0.07,0.35,0.16
2022,11,22,3.02,2.98,0.72,229.55,52.6,52.73,5.92,0.07,0.34,0.12
2022,11,23,2.95,2.91,0.7,235.72,51.38,51.55,5.78,0.07,0.35,0.48
2022,11,24,2.75,2.95,0.66,254.87,47.8,52.1,5.62,0.08,0.37,0.32
2022,11,25,1.27,2.75,0.3,287.36,22.89,49.11,3.01,0.04,0.2,0.14
2022,11,26,2.94,2.92,0.72,252.23,51.85,52.3,5.86,0.07,0.35,0.16
2022,11,27,0.81,2.4,0.2,331.06,15.66,44.62,2.16,0.03,0.15,0.18
2022,11,28,0.89,2.8,0.22,318.34,16.75,50.5,2.45,0.04,0.17,0.28
2022,11,29,1.38,2.68,0.34,305.31,25.34,47.73,3.47,0.04,0.2,0.29
2022,11,30,1.06,2.64,0.27,296.18,19.07,46.95,2.52,0.03,0.14,0.3
2022,12,1,2.11,2.9,0.54,252.98,36.38,50.07,4.46,0.05,0.22,0.42
2022,12,2,1.72,2.71,0.44,290.31,30.73,48.31,3.98,0.05,0.23,0.18
2022,12,3,1.26,2.48,0.33,310.01,22.87,44.62,2.95,0.03,0.17,0.3
2022,12,4,2.81,2.83,0.73,217.87,48.16,49.02,5.4,0.05,0.27,0.16
2022,12,5,2.68,2.76,0.7,233.56,45.45,47.35,5.16,0.05,0.23,0.18
2022,12,6,0.59,2.21,0.16,322.51,11.35,40.13,1.65,0.02,0.09,0.14
2022,12,7,1.18,2.23,0.31,346.65,22.12,40.82,2.97,0.04,0.18,0.23
2022,12,8,0.93,2.51,0.24,303.99,17.69,45.52,2.52,0.03,0.16,0.13
2022,12,9,2.65,2.63,0.7,237.45,45.9,46.26,5.12,0.05,0.28,0.23
2022,12,10,0.84,2.5,0.23,297.64,15.7,45.19,2.23,0.03,0.16,0.27
2022,12,11,0.57,2.25,0.15,316.42,10.55,38.95,1.54,0.02,0.09,0.21
2022,12,12,0.45,2.56,0.12,300.38,8.41,45.17,1.24,0.02,0.07,0.22
2022,12,13,2.59,2.69,0.7,241.07,44.38,46.7,5.05,0.05,0.26,0.27
2022,12,14,1.5,2.66,0.41,258.7,26.81,46.53,3.62,0.04,0.2,0.3
2022,12,15,0.51,2.25,0.14,299.95,9.58,41.05,1.38,0.02,0.09,0.47
2022,12,16,1.17,2.44,0.32,302.13,20.98,42.47,2.8,0.03,0.15,0.24
2022,12,17,1.03,2.56,0.28,291.72,18.33,44.87,2.52,0.03,0.15,0.38
2022,12,18,0.87,2.56,0.24,285.84,15.8,44.41,2.27,0.02,0.11,0.46
2022,12,19,0.62,2.62,0.17,288.7,11.2,45.11,1.6,0.02,0.06,0.45
2022,12,20,2.19,2.54,0.6,250.48,37.96,44.41,4.42,0.04,0.18,0.43
2022,12,21,2.39,2.54,0.66,234.94,41.34,44.3,4.73,0.04,0.21,0.4
2022,12,22,0.93,2.25,0.25,287.59,17.41,39.94,2.44,0.02,0.12,0.38
2022,12,23,1.73,2.67,0.48,225.91,29.61,45.2,3.55,0.02,0.14,1.06
2022,12,24,1.16,2.68,0.32,234.26,20.46,45.49,2.82,0.02,0.09,0.95
2022,12,25,0.87,2.67,0.23,255.05,15.62,45.67,2.23,0.02,0.09,0.71
2022,12,26,1.11,2.59,0.3,234.98,20.41,45.27,2.84,0.02,0.11,0.45
2022,12,27,0.55,2.57,0.15,261.99,10.29,45.02,1.52,0.02,0.06,0.36
2022,12,28,2.07,2.53,0.56,242.27,36.29,44.48,4.37,0.03,0.17,0.4
2022,12,29,2.21,2.57,0.59,270.7,39.09,45.77,4.59,0.05,0.23,0.43
2022,12,30,1.68,2.39,0.45,304.16,30.63,43.88,3.82,0.05,0.21,0.44
2022,12,31,0.58,2.27,0.16,321.23,11.39,42.12,1.68,0.02,0.11,0.41
2023,1,1,1.18,2.52,0.31,312.77,21.39,45.61,2.8,0.03,0.15,0.37
